,Location,Category,Subcategory,Hierarchy_Level,Data_Type,Outlet,Outlet_Hierarchy,Year_text,Volume (millions of liters),
1257,7,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,2019,0.1631922768,5
1258,7,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,2020,0.1649699956,5
1259,7,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,2021,0.1653047522,5
1260,1,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2007,0.2557872899,5
1261,1,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2008,0.28516630249999997,5
1262,1,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2009,0.3167488697,5
1263,1,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2010,0.3118490222,5
1264,1,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2011,0.2981812417,5
1265,1,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2012,0.302457284,5
1266,1,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2013,0.32677754529999997,5
1267,1,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2014,0.34721654389999995,5
1268,1,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2015,0.36163718,5
1269,1,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2016,0.3868638601,5
1270,1,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2017,0.406105919,5
1271,1,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2018,0.4541919209,5
1272,1,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2019,0.5114167176000001,5
1273,1,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2020,0.5634509933,5
1274,1,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2021,0.6086015564,5
1275,2,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2007,0.0006843658959999999,5
1276,2,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2008,0.000775826722,5
1277,2,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2009,0.000860430656,5
1278,2,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2010,0.0009397060390000001,5
1279,2,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2011,0.001029536109,5
1280,2,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2012,0.00087456075,5
1281,2,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2013,0.000764076719,5
1282,2,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2014,0.00074807179,5
1283,2,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2015,0.000740702461,5
1284,2,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2016,0.000736674951,5
1285,2,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2017,0.0007044935930000001,5
1286,2,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2018,0.0006714658289999999,5
1287,2,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2019,0.000648493042,5
1288,2,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2020,0.00063469034,5
1289,2,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2021,0.000622138666,5
1290,3,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2007,0.07544785562,5
1291,3,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2008,0.09163411742,5
1292,3,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2009,0.1083569691,5
1293,3,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2010,0.132753625,5
1294,3,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2011,0.1188659957,5
1295,3,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2012,0.1335461439,5
1296,3,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2013,0.1273673223,5
1297,3,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2014,0.1069717682,5
1298,3,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2015,0.1146039164,5
1299,3,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2016,0.10526564620000001,5
1300,3,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2017,0.1063807389,5
1301,3,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2018,0.09532711812,5
1302,3,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2019,0.08015420389000001,5
1303,3,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2020,0.05592004969,5
1304,3,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2021,0.04752722568,5
1305,4,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2007,0.03542977872,5
1306,4,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2008,0.04421418521,5
1307,4,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2009,0.0479651434,5
1308,4,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2010,0.050072267340000004,5
1309,4,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2011,0.05295604513,5
1310,4,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2012,0.0557051365,5
1311,4,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2013,0.054933390609999994,5
1312,4,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2014,0.057680974569999995,5
1313,4,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2015,0.06283287821,5
1314,4,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2016,0.06368095406,5
1315,4,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2017,0.06724467984,5
1316,4,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2018,0.07104192693,5
1317,4,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2019,0.0803055092,5
1318,4,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2020,0.08042672564,5
1319,4,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2021,0.08129704182,5
1320,5,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2007,0.001852767694,5
1321,5,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2008,0.0019599639049999997,5
1322,5,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2009,0.0021734814770000004,5
1323,5,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2010,0.002427663989,5
1324,5,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2011,0.002644939819,5
1325,5,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2012,0.00299173708,5
1326,5,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2013,0.0034928533289999997,5
1327,5,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2014,0.003938522012,5
1328,5,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2015,0.004696559133,5
1329,5,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2016,0.006144647026,5
1330,5,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2017,0.007235202642,5
1331,5,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2018,0.008091573864000001,5
1332,5,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2019,0.008826975062000001,5
1333,5,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2020,0.008247982227,5
1334,5,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2021,0.008361606222,5
1335,6,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2007,0.1211522688,5
1336,6,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2008,0.1135390649,5
1337,6,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2009,0.1107171998,5
1338,6,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2010,0.104016106,5
1339,6,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2011,0.0927729949,5
1340,6,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2012,0.0874084952,5
1341,6,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2013,0.08300768382,5
1342,6,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2014,0.09400583065,5
1343,6,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2015,0.09828198817,5
1344,6,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2016,0.11391904189999999,5
1345,6,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2017,0.1283621539,5
1346,6,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2018,0.12623683,5
1347,6,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2019,0.1231522928,5
1348,6,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2020,0.1263017306,5
1349,6,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2021,0.1361964912,5
1350,7,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2007,0.1073929706,5
1351,7,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2008,0.09968154362,5
1352,7,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2009,0.08796681009,5
1353,7,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2010,0.08158386233,5
1354,7,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2011,0.07950548781000001,5
1355,7,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2012,0.08449198179,5
1356,7,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2013,0.0927689734,5
1357,7,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2014,0.1032848237,5
1358,7,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2015,0.11117532470000001,5
1359,7,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2016,0.11786731930000001,5
1360,7,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2017,0.1204505092,5
1361,7,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2018,0.1227243165,5
1362,7,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2019,0.1230900694,5
1363,7,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2020,0.1274242027,5
1364,7,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,2021,0.1341016448,5
1365,1,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2007,2.257668896,5
1366,1,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2008,2.2843792389999997,5
1367,1,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2009,2.300337817,5
1368,1,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2010,2.32490658,5
1369,1,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2011,2.402203905,5
1370,1,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2012,2.4741643709999996,5
1371,1,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2013,2.56237212,5
1372,1,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2014,2.703371788,5
1373,1,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2015,2.913036385,5
1374,1,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2016,3.153269384,5
1375,1,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2017,3.284812947,5
1376,1,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2018,3.344914254,5
1377,1,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2019,3.417473109,5
1378,1,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2020,3.3364865530000003,5
1379,1,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2021,3.182196647,5
1380,2,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2007,0.000131453309,5
1381,2,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2008,0.000133133322,5
1382,2,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2009,0.000133798382,5
1383,2,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2010,0.00013720585,5
1384,2,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2011,0.000140507246,5
1385,2,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2012,0.00014616668,5
1386,2,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2013,0.00015333865,5
1387,2,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2014,0.00015722023299999998,5
1388,2,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2015,0.00016303248300000002,5
1389,2,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2016,0.00016135959999999999,5
1390,2,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2017,0.00016097323,5
1391,2,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2018,0.00015850301,5
1392,2,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2019,0.00015859974199999998,5
1393,2,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2020,0.000158663465,5
1394,2,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2021,0.000158965258,5
1395,3,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2007,0.3377467515,5
1396,3,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2008,0.3783725324,5
1397,3,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2009,0.4480020426,5
1398,3,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2010,0.4905938399,5
1399,3,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2011,0.5290531797,5
1400,3,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2012,0.5604551312,5
1401,3,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2013,0.5521719426,5
1402,3,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2014,0.5515573683,5
1403,3,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2015,0.60393491,5
1404,3,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2016,0.6392536133,5
1405,3,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2017,0.5935024809,5
1406,3,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2018,0.5603235906999999,5
1407,3,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2019,0.5395232160000001,5
1408,3,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2020,0.537641359,5
1409,3,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2021,0.5340545593,5
1410,4,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2007,0.1898096346,5
1411,4,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2008,0.1993536508,5
1412,4,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2009,0.2072972715,5
1413,4,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2010,0.2055680698,5
1414,4,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2011,0.2059616288,5
1415,4,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2012,0.2048851784,5
1416,4,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2013,0.19994484969999998,5
1417,4,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2014,0.2065908575,5
1418,4,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2015,0.20969389849999998,5
1419,4,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2016,0.2097726112,5
1420,4,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2017,0.2082317114,5
1421,4,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2018,0.2046376322,5
1422,4,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2019,0.200129225,5
1423,4,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2020,0.19709599149999998,5
1424,4,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2021,0.2300645905,5
1425,5,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2007,0.01773594539,5
1426,5,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2008,0.01893574366,5
1427,5,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2009,0.019716981270000003,5
1428,5,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2010,0.020337570450000002,5
1429,5,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2011,0.0217389977,5
1430,5,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2012,0.02320989412,5
1431,5,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2013,0.02500135758,5
1432,5,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2014,0.02619153062,5
1433,5,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2015,0.02852700763,5
1434,5,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2016,0.03092888881,5
1435,5,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2017,0.03455534815,5
1436,5,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2018,0.03762584613,5
1437,5,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2019,0.03932822584,5
1438,5,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2020,0.04065719874,5
1439,5,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2021,0.04364812396,5
1440,6,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2007,0.2095093976,5
1441,6,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2008,0.2095366176,5
1442,6,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2009,0.2044961073,5
1443,6,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2010,0.2012364156,5
1444,6,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2011,0.2005647565,5
1445,6,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2012,0.20689366190000003,5
1446,6,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2013,0.2120345088,5
1447,6,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2014,0.222289487,5
1448,6,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2015,0.2312564356,5
1449,6,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2016,0.2388185234,5
1450,6,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2017,0.2525071097,5
1451,6,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2018,0.25910531659999997,5
1452,6,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2019,0.2760632274,5
1453,6,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2020,0.2859760716,5
1454,6,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2021,0.2935987032,5
1455,7,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2007,0.4129935396,5
1456,7,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2008,0.4115137575,5
1457,7,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2009,0.4033444771,5
1458,7,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2010,0.3978289961,5
1459,7,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2011,0.3963292677,5
1460,7,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2012,0.39404134620000003,5
1461,7,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2013,0.3948637552,5
1462,7,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2014,0.3942393944,5
1463,7,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2015,0.3935881831,5
1464,7,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2016,0.38802965840000003,5
1465,7,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2017,0.38648672520000005,5
1466,7,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2018,0.38555088519999997,5
1467,7,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2019,0.38436489560000003,5
1468,7,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2020,0.38577333529999996,5
1469,7,Spirits,Spirits,1,Off-trade Volume,Supermarkets,3,2021,0.3881507943,5
1470,1,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2007,791.0545727,5
1471,1,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2008,808.5156179,5
1472,1,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2009,848.7237255,5
1473,1,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2010,888.2214819,5
1474,1,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2011,951.5884597,5
1475,1,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2012,1021.623974,5
1476,1,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2013,1093.700617,5
1477,1,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2014,1166.08722,5
1478,1,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2015,1245.410507,5
1479,1,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2016,1292.642377,5
1480,1,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2017,1294.804958,5
1481,1,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2018,1234.163338,5
1482,1,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2019,1251.438087,5
1483,1,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2020,1267.03413,5
1484,1,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2021,1294.105177,5
1485,2,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2007,42.37439075,5
1486,2,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2008,45.22971478,5
1487,2,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2009,48.78165016,5
1488,2,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2010,51.7454637,5
1489,2,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2011,55.42611793,5
1490,2,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2012,54.72965261,5
1491,2,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2013,57.40596272,5
1492,2,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2014,57.32256783,5
1493,2,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2015,58.17954929,5
1494,2,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2016,55.27654378,5
1495,2,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2017,55.73737828,5
1496,2,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2018,54.52160557,5
1497,2,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2019,57.40182201,5
1498,2,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2020,56.75453397,5
1499,2,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2021,57.86706252,5
1500,3,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2007,367.7687393,5
1501,3,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2008,403.7020363,5
1502,3,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2009,430.0733557,5
1503,3,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2010,463.9072438,5
1504,3,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2011,510.1767486,5
1505,3,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2012,556.8016717,5
1506,3,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2013,595.7219195,5
1507,3,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2014,666.6314037,5
1508,3,Wine,Wine,1,Off-trade Volume,Supermarkets,3,2015,665.5288814,5
